loan_word;puris_equivalent
liberaliteit;mildheidt, ghulhartigheidt, mildaadigheidt
liberateur;verlósser
liberatie;verlóssing, bevryding
libereren;verlóssen, bevrijden
liberteit;vryheidt
libertijn;vrygheest, vrygemaakte knecht, ontslaafde, vryghelaatene
libery;boekwinkel, boekkas, boekkamer, boekzaal
libidineren;wellust pleeghen
libidineux;wellustigh, wulpsch, dertel
libre;vry, vrank, lós
licent;verlófgheldt, gheoorlófdt, toeghelaaten
licentiaat;ghehengde, toeghelaatene
licentie;verlóf, toelaating, vrygheeving, vryspraak, oorlóf
licentiëren;toelaaten, vrygheeven, ghehengen, afdanken
licentieux;vry, vrypóstigh
lieutenant;stedehouder, stadthouder: onderhópman
ligament;ligature, bindsel, bandt
ligue;verbinding, eedtghespan
limitatie;bepaaling, afpaaling
limite;paal
limiten;landtpaalen, landtsscheidingen
limiteren;bepaalen
linage;afkomst, stam
linager;afkomeling, ghemaaghschapte: erfghenaam
lingiere;lijnwaatierster, linnenwinkelierster
linie;lijn, streep
linieren;lijnen, aflijnen, afstreepen
liquidatie;afreekening, effening
liquide;week, effen, klaar, bloot, platuit, afghereekendt, blijkelijk
liquideren;week maaken, afreekenen, effenen
lit de champ;veldtbedde, veldtbedsteede, leedekant
lit de repos;rustbedde
literateur;lettermeester, taalgheleerde
litiere;draaghbedde
litigatie;twist, twisting, krakkeel, ghekijf, kijving
litigeren;krakkeelen, pleitten, twisten
litigieux;krakkeeligh, dingtaaligh
litiscontestatie;rechtspleeghing, ghedingbevesting, voldinging
litiscontesteren;rechtspleegen, voldingen
litisfinitie;ghedingseinde, pleiteindighing
litispendentie;twisthanging, ghedinghanging
locaal;plaatselijk
locatie;verhuuring, pacht
loceren;verhuuren
locupletatie;verrijking
locupleteren;verrijken
locus;plaats, steede
locutie;woordt, spreeking
loge;kamertje, huisje
logement;herbergh, herberghing, huysvesting
logeren;huisvesten, herberghen, t’huis legghen
logica;reedenkonst, bewijskonst
logicaal;reedenkonstelijk, bewijskonstelijk
logijs;huisvesting, herberghing
logomachie;woordenstrijdt, woordenkibbeling
lombard;bank van leening
lombardier;leentafelhouder, tafelhouder, pandtbeleener
longeur;lankheidt, langwijligheidt
longitude;lengte
loquaciteyt;klapachtigheidt
loy;wet
loyaal;wettelijk, ghetrouw, trouw, oprecht
lubriciteit;ghladdigheidt, slibberachtigheidt
lubricq;slibberigh, ghladt
lucratif;winzuchtigh
luctueux;rouwigh, droevigh
luitenant;stadthouder, onderhópman
luiteren;worstelen
lumineux;lichtende, verlichtende
lunatijc;maanzuchtigh, byzinnigh
lustratie;reinighing, wying, zuivering
lustreren;reinighen, wyen, verlichten, bezien, onderzoeken, navórsschen
luteren;toesmeeren, toestrijken
luxurie;gheilheidt, onkuischeidt
luxurieux;gheil, wellustigh, ghulzigh, ritsigh, weeldrigh
machinateur;quaadtstooker
machinatie;quaadtstooking, quaadtbrouwing
machine;konstwerk
machineren;quaadtstooken, quaadtbrouwen, berókkenen
maculatie;bekladding
maculature;kladtpappier, scheurpappier, omslagh, kladdebladt
maculatuur;vuilpappier, kladdebladt
maculeren;bevlekken, bekladden
madame;mêvrouw
magazijn;voorraadtschuur, pakhuis
magie;toverkonst, gheesthandel, toverkunde, wijsheidt
magister;meester
magisterialiter;meesterlijk
magisterie;meesterschap
magistraal;meesterlijk
magistraat;overheidt, overheer
magistrature;overheidtsampt
magnanime;ghrootmoedigh, ghroothartigh, eedelmoedigh
magnanimiteyt;ghrootmoedigheidt
magneet;noordtsteen, zeilsteen
magnificentie;heerlijkheidt, pracht, ghrootdaadigheidt
magnificq;heerlijk, ghrootdaadigh, hoogstaatigh, ghrootsch
magnitude;ghrootheidt
mainteneren;handthaaven, beschermen
maintenuë;handthaaving, bescherming
maistre;meester
maistresse;meestres
majesteit;hoogheidt, hooghmaghtigheidt, ghrootmaghtigheidt, moghenheidt, oppermoghenheidt, ghrootmoghenheidt, opperheerlijkheidt, opperontzaghlijkheidt, ghrootachtbaarheidt, hooghachtbaarheidt
majestueux;heerlijk, hooghachtbaar, hooghdraavende
majoor;opperhópman, wachtmeester
majores;voorouders
malcontent;onghenoeghdt, t’onvreeden
malcontentement;onghenoeghing, t’onvreedenheidt
malediceren;vloeken, quaadtspreeken
maledictie;vloek, quaadtspreeking, lastering, vervloeking
malevolent;quaadtwilligh
malevolentie;quaadtwilligheidt
malheur;ongheval, ramp
malheureux;rampspoedigh, onghelukkigh
maligniteyt;boosaartigheidt
malitie;boosheidt, quaadheidt, quaadtwilligheidt
malitieux;quaadtwilligh, boosaartigh
malplaisant;onvermaakelijk, wanvermaakelijk
mancipatie;vereighening, overleevering, eighenheidts overgheeving
manciperen;eighen gheeven, vereighenen, weêrleeveren, overgheeven in eighendomme
mandaat;bevel, onthiet, beheet, ghebódt, lastgheeving, lastanvaerding
mandataris;bevelhebber, lastanvaerder, lastanneemer
mandateur;bevelgheever, lastgheever
mandement;bevel, beveeling, daaghbrief: verlóf
manducatie;eeting, kaauwing
maniabel;handelbaar
manie;dulligheidt, raazerny
maniement;handeling
manier;wijs, zeede
maniëren;handelen
manifacture;handtwerksel
manifest;openbaar, verklaarschrift
manifestatie;openbaaring
manifesteren;openbaaren
manna;man, heemelsbroodt
manquement;ontbreeking
manqueren;ontbreeken, schorten
mansueet;zachtmoedigh, tam
mansuetude;zachtmoedigheidt
manuaal;handtboek, handtdoek
manufacture;handtwerksel
manumissie;uit der handt lóslaating, ontslaaning, vrylaating, vrymaaking
manumitteren;vrylaaten, vrymaaken, ontslaan van slaaverny
manuscript;met de handt gheschreeven, handtgheschrift
maquerelle;kóppeleres, kóppelaarster
marchand;koopman
marchandeeren;koopen, koopmanschappen, dingen
marchandise;koopmanschap
marche;tóght, optóght, antóght
marcheren;antrekken, antreeden, streeven, trekken
marescage;moeras, modderlandt, slijklandt, broeklandt
mareschal;veldtoverste
marge;kant, bladtrandt, boordt
margineel;an de kant staande
mariage;huwelijk
marjolijne;moederkruidt, kranskruidt
marmelade;doorzuikerde queepeeren
marque;teeken, merk
marqueren;teekenen, merken
marquis;markghraaf
martagon;roode leeliebloem
martiaal;krijghsmannelijk
martius;lentemaandt
martyrie;ghetuigenis, bloedtghetuighenis, mishandeling om ’t gheloof
masculin;mannelijk
maseur;mijn zuster
masque;momanzicht, ghrijns
masquerade;mommendans
masqueren;vermommen, mommen
massacre;moordt, moordery
massacreren;vermoorden, moorden
masse;klomp
massif;dicht, hecht, vast, louter
massiveté;dichtheidt
materiaal;stóffelijk
materie;stóf, zaak: etter
maternel;moederlijk
mathematica;wiskunde, wiskonst
mathematicus;wiskonstenaar
matinade;ughtendzang, mórghenghespeel, ughtendteerghezang, eerghespeel, wekghezang, lauweit
matrice;baarmoeder, lijfmoeder
matriculatie;schrijving, opschrijving, naamschrijving
matriculeren;opschrijven, naam opschrijven
matrimoniaal;moederlijk
matrimonie;houwelijk, echt: moeders ghoedt
matrone;huis moeder, huishouwster, eerlijke vrouw
matureren;rijp worden, rijpmaaken
maturiteit;rijpheidt
matutin;mórghenstondigh, ughtendtstondigh
matuur;rijp
maxime;ghrondtreeghel, ghrondt
mayus;bloeymaandt
mechanicq;ambachtsman, handtwerker: karigh, vrek, hoetelachtigh
mechaniseren;hoetelen, handtwerken
medaille;pronkpenning, pótstuk
mediaan;middelader
mediateur;middelaar
mediatie;bemiddeling
medicament;gheneeskruidt, gheneesmiddel, artseny, gheneesdrank
medicijn;arts, gheneesmeester
medicijne;gheneesmiddel, gheneeskunde, artseny
medicinaal;heelzaam
medicineren;gheneesmiddelen ghebruiken, gheneezen, heelen
mediëren;middelen, halveeren, bemiddelen
mediocre;middelmaatigh, middelbaar
mediocriteyt;middelbaarheidt, maatigheidt, middelmaatigheidt
meditatie;betrachting, bezinning, overlegh, bedenking, overdenking
mediteren;betrachten, overweeghen, bezinnen, bedenken, overdenken
melancolie;zwaarbloedigheidt, zwaarmoedigheidt, zwartgalligheidt, zwart-bloedt, zwartteghal
melancolijcq;zwaarmoedigh, zwartghalligh, treurigh, zwartbloedigh
meliorament;ghedaane kósten, verbeteering
melioratie;verbeetering
melioreren;verbeeteren
melodie;zoet gheluidt, zoetluidigheidt, zangghequeel
melodieux;zoetluidigh
membrane;vlies
membrum;lidt
memorabel;ghedenkwaerdigh
memoriaal;kladtboek, ghedenkboek, ghedenkteeken, onthoudtboek
memorie;gheheughnis, onthouding, ghedachtenis, ghedenkenis
memorie briefken;ghedenkbriefken
menace;dreighement
menaceren;dreighen
menage;huisraadt, huishouding, huisghezin, raalijkheidt, huislijkheidt, zuinigheidt, huiszórgh
menager;huishouder, huisbezórgher
menageren;huishouden, met omzicht en maat ghebruiken, zuinigh zijn, te raade
mendicant;beedelaar
meneen;treeken
menstrue;maanstondt
mensureren;meeten
mentie;melding, ghewagh
mercantie;koopmanschap
mercantist;mercateur, koopman
mercature;koopmanschap, koophandel
mercenair;dienstbaar, huurknechtelijk
meridiaan;middaghs, middaghlijn, middaghrondt, middaghkring
meridie;middagh, ’t zuidt
meridionaal;zuider
merite;verdienst
merlone;tandt
mertiteren;verdienen
merveille;wonder
merveilleux;wonderlijk, wonderbaar
meschant;snoodt, ergh, quaadt
mescontent;onvernoeghdt, misnoeghdt
mescontentement;ongenoeghzaamheidt, misnoeghing
mescontenteren;misnoeghen
mesnage;ziet menage, message, boodschap
messagier;boode
messias;zalighmaaker, ghezalfde
mesusen;misslaghen, misbruiken
mesuseren;misbruiken
metaal;berghwerk, berghstóf
metamorphose;ghestaltverwisseling, vervórming
metamorphoseren;vervórmen, ghestaldt verwisselen
metaphysica;overnatuurkunde
methode;leerwijs, beleeding, leerwegh, schriklijk beleet, ordre
metropolitaan;hoofdtstadts bisschop
metropool;hoofdtstadt
meubelen;tilbaare ghoederen, inboel, roerende ghoederen
mignardise;liefkoozing, anminnigheidt
mignon;troetelkindt
migratie;verhuizing
migreren;verhuizen
militair;oorlooghsch
militeren;strijden, bevechten, bestrijden, oorloghen
militie;oorlógh, krijghsvólk
millioen;tien honderdt duizendt, tien honderdt duizentigh
mine;ghelaat, ghelaerde
mineraal;mijnstóf, berghwerk, berghstóf
mineren;mijnen, ondermijnen
mineur;mijnmeester, mijner, ondermijner
ministerie;bediening, dienst
ministriaal;dienstknechtelijk
miniter;dienaar
minoriteit;minderjaargheidt, onmondigheidt
minueren;verminderen
minute;bewerp, kladde, minderling
minuteren;ontwerpen
miraculeux;wonderbaarlijk
mirakel;wonderwerk, wonderdaadt
miscontent;onvernoeghdt, t’onvreeden
miscontentement;onghenoeghen, misnoeghing
miscontenteren;misnoeghen
mise;onkóste, uitghift
miserabel;ellendigh, deerlijk, jammerlijk
miseratie;erbarming, deernis, ontferming
misericorde;barmhartigheidt
misericordieux;barmhartigh, meededooghzaam
miserie;ellende, jammer, deerlijkheidt, jammerlijkheidt, ellendigheidt
missive;zendtbrief
misterie;verborghenheidt, gheheim
misticq;verborghen
mitigatie;verzafting
mitigatif;verzaftende
mitigueren;verzaften
mixte;ghemenghdt
mixtie;mixture, mengsel, menging, vermenging
mobil;mobilair, roerlijk, beweeghlijk
mobiliteit;beweeghlijkheidt
mode;wijs, zeede
model;voorbeeldt, bewerp, schets, ontwerp, toonbeeldt
moderateur;middelaar, tusschenspraak
moderatie;bemiddeling, maatighing
modereren;middelen, maatighen
moderne;hedendaaghsch, van deeze tijdt
modest;zeedigh
modestie;zeedigheidt
modificatie;maatighing, bemiddeling
modificeren;maatighen
modulatie;op maat zinging
moduleren;op de maat zingen
mol;zacht, murw
molest;overlastigh, verveelende, overlast
molestatie;overlasting, verveeling, quelling
molesteren;overlasten, lastigh zijn, moeylijk vallen
molestie;overlast, lastigheidt, verveeling, quelling
moliëren;besteeken, wroeten, betrachten
moment;ooghenblik, yet gherings
momus;spótter, nijdigher
monachus;munnik, eenzitter, eenwooner
monarch;eenighvórst, eenheerscher, alleenheerscher
monarchie;eensregheering, eenighvórstheidt, alleenheersching
monderen;zuiveren, reinighen
mondificatie;zuivering
mondificeren;zuiveren
moneren;vermaanen
monfreer;mijn broeder
monitie;vermaaning
monodie;lijkghezang
monogram;bewerp, ontwerp
monomachie;eenghevecht
monopolie;voorkoop, opkoop, inkoop, alleenkoop
monseur;mijn heer
monster;ondier, misgheboorte, wanschepsel, staal, toonsel, proef, schrikdier, ghedrócht
monsteren;toonen, wapenschouwen, heirschouwing doen
monsterheer;heirschouwer, wapenschouwer
monstering;wapenschouwing, heirschouwing
monstreux;wanschapigh, wanschapen
monteren;opklimmen, bedraaghen, toerusten, stijghen
montioneren;melden, ghewaghen, ghewaghmaaken
monture;opklimming
monument;ghedenkteiken, ghraf
moraal;zeedelijk, zeedigh
morion;helm, stórmhoedt
morisque;moorinne
morositeit;korselheidt, gheemelijkheidt
mort;doodt
mortaliteit;sterffelijkheidt
mortel;doodlijk, sterflijk
mortier;steenvyzel
mortificatie;dooding, afsterving
mortifiëren;dooden
mosquet;roer, bus
mosquetier;busschieter, busdraagher, schutter, roerschutter
mostache;kneevel
moteur;beweegher
motie;roering, beweeghing
motijf;beweeghsel, beweeghreeden
movement;roering, beweeghing
moveren;roeren, beweeghen
mulcte;boete, gheldtboete, breuke
mulcteren;boeten, gheldtboeten, met gheldt boete straffen
multiplicatie;veelvoudighing, vermeenighvuldighing
multipliceren;vermeenighvuldighen, vermeerderen
multitude;meenighte, veelheidt
mumie;ghebalsemdt menschevleesch
mundatie;zuivering
mundatie;reinighing
munderen;reinighen, zuiveren
mundificatie;reinmaaking, zuivermaaking
mundificeren;reinmaaken
municipaal;steederecht, stadtsrecht, stadts
municiperen;bórgherrecht gheeven
munieren;bevesten, versterken
munificentie;mildtdaadigheidt
muniment;bevesting, beweering, bewijsstuk
munitie;rusting, versterking, bevesting
munnik;eenwooner, eenzitter
munus;ampt
murmuratie;morring
murmureren;knorren, morren
muscule;spier, muis, zeenuwknuist
musculeux;spierigh, spierrijk
musette;ruispijpe
musicant;musicijn, zanger, zinger, zangkonstenaar
musiceren;zingen, op de maat zingen
musijcq;maatzang, zangkonst, zangkunde, nootzang
musquet;roer, bus
musquetier;schutter, roerschutter, busschietter
musqueton;zijderoer, reisroer
mustache;kneevel, kneevelbaerdt
mutatie;verandering, wisseling
muteren;wisselen, veranderen
mutilatie;verminking
mutileren;verminken
mutin;oproermaaker, muiter, muitemaaker
mutinatie;oproer, muitery
mutineren;oproermaaken, muiten
mutuatie;ruiling, mangeling
mutuel;onderling
mutueren;ruilen, wisselen, mangelen, ontleenen
mysterie;verholenheidt, verborghenheidt, gheheimenis
mysticq;verholen, verborghen, ghódtgheheim, gheheim
namptisatie;te borde brenging, in bewaarder handt stelling
namptiseren;te bordt brengen, in bewaarder handt stellen
namptissement;handtvulling, te bórdt brenging, opbrenging
narrateur;verteller
narratie;vertelling
narreren;vertellen, verhaalen
natie;vólk, landtsvólk, inboorlingen
natif;ghebooren
nationaal;landtschaps
nativiteyt;gheboorte
naturalist;natuurkundighe, natuurkenner
naturel;natuurlijk
natureren;naäarten
naufrage;schipbreuk
navaal;scheepsch
navigabel;bezeilbaar, bevaarbaar
navigatie;schipvaart, zeevaart
navigeren;schipvaaren, vaaren
nebuleux;neevelachtigh, duisterachtigh, mistigh
necessaire;noodigh, noodtwendigh, noodtzaakelijk
necessiteit;noodtwendigheidt, noodtzaakelijkheidt
necessiteren;noodtzaaken
necromantie;tovery, doodtwaarzegghery, zwartekonst
necteren;hechten, knoopen
negatie;lochening, ontkenning, beneening
negatif;negatoir, beneenigh, ontkennigh
neger;zwart
negeren;lochenen, ontkennen, beneenen
negligent;verzuimigh, onachtzaam, achteloos, nalaatigh
negligentie;verzuim, verwaarloozing, achteloosheidt, onachtzaamheidt, nalaatigheidt
negligeren;verzuimen, verwaarloozen, veronachtzaamen, verachteloozen
negotiant;negotiateur, handelaar, koopman
negotiatie;negotie, handeling, beslagh, omslagh, onderwind, koophandel
negotiëren;handelen, handel drijven, verhandelen, koophandelen
negromantie;ziet necromantie
nequitie;fieltery, ghuytery
nerveux;zeenuwachtigh, krachtigh
netto;net, effen
neuter;neutraal, onzijdigh, gheenerley
neutraliseren;onzijdigh stellen
neutraliteyt;onzijdigheidt
nigromantie;toverkonst, zwarte konst, lijkkijkkonst, doodenwaarzegghery
nihil;niets, niet met al
nihilipenderen;versmaaden, niet achten
nobel;eedel, braaf
nobiliteit;noblesse, eedeldom, adel
nobiliteren;vereedelen, eedel maaken
nomber;ghetal
nombreren;met talletters merken, talmerken
nombreux;ghetalligh, veel in ghetal
nomenclator;benaamer, naamstemmer, naamnoemer
nominatie;noeming
nominatijf;noemende, noemer
nomineren;noemen, benaamen
nompareil;onverghelijklijk, zonder weêrghade
nonchalant;onachtzaam
norme;maat, voorbeeldt, reeghel
nota;merk, let
nota bene;merk wel, let wel
notabel;merkelijk, anzienlijk
notaris;beamptschrijver, bondtschrijver
notarischap;bondtschrijverschap, schrijverschap
notatie;beteekening, naamduiding
note;teiken, merk, kenteeken
noteren;anteikenen, letten
notificatie;verwittighing, bekendtmaaking
notificeren;doen weeten, te kennen geeven, verwittighen
notifieren;kundigh maaken
notionaal;kenlijk
notitie;anteikening, kundschap
notoir;kenlijk, kenbaar, merkelijk, blijkelijk
notule;merkseel, teikenschrift
nourriture;voedsel
nouvelles;nieuwigheeden, nieuwe tijdingen
novalien;drieslanden, nieuwaanghewonnen landen
novateur;nieuwghezinde, nieuwmaaker, vernieuwer
novatie;vernieuwing
november;slaghtmaandt
nubileux;wolkachtigh, neevelachtigh
nuditeit;naaktheidt, blootheidt
nugatie;boerting, alving, beuzeling
nugeren;beuzelen, boerten, alven
nul;niets
nulliteit;nietigheidt
numeratie;telling
